,conference,year,title,id,authors,tags,notes
471,icst/icst,2019,Poster: Aiding Java Developers with Interactive Fault Localization in Eclipse IDE.,conf/icst/BaloghHB19,"Gergõ Balogh, Ferenc Horváth, Árpád Beszédes",,Poster Papers
472,icst/icst,2019,Poster: Supporting JavaScript Experimentation with BugsJS.,conf/icst/VancsicsGSMBF019,"Béla Vancsics, Péter Gyimesi, Andrea Stocco, Davood Mazinanian, Árpád Beszédes, Rudolf Ferenc, Ali Mesbah",,Poster Papers
473,icst/icst,2019,Automating Root Cause Analysis via Machine Learning in Agile Software Testing Environments.,conf/icst/KahlesTHJ19,"Julen Kahles, Juha Torronen, Timo Huuhtanen, Alexander Jung",,Industry Track
474,icst/icst,2019,Classifying False Positive Static Checker Alarms in Continuous Integration Using Convolutional Neural Networks.,conf/icst/LeeHYKKY19,"Seongmin Lee, Shin Hong, Jungbae Yi, Taeksu Kim, Chul-Joo Kim, Shin Yoo",,Industry Track
475,icst/icst,2019,VCIPR: Vulnerable Code is Identifiable When a Patch is Released (Hacker's Perspective).,conf/icst/AkramQL19,"Junaid Akram, Liang Qi, Ping Luo",,Industry Track
476,icst/icst,2019,Automated Function Assessment in Driving Scenarios.,conf/icst/KingRKWS19,"Christian King, Lennart Ries, Christopher Kober, Christoph Wohlfahrt, Eric Sax",,Industry Track
477,icst/icst,2019,Using Data Flow-Based Coverage Criteria for Black-Box Integration Testing of Distributed Software Systems.,conf/icst/HellhakeSW19,"Dominik Hellhake, Tobias Schmid, Stefan Wagner",,Industry Track
478,icst/icst,2019,TestSage: Regression Test Selection for Large-Scale Web Service Testing.,conf/icst/ZhongZK19,"Hua Zhong, Lingming Zhang, Sarfraz Khurshid",,Industry Track
479,icst/icst,2019,Testing Android Incoming Calls.,conf/icst/PaivaGB19,"Ana C. R. Paiva, Marco A. Goncalves, Andre R. Barros",Testing Tool,
480,icst/icst,2019,Why Does this App Need this Data? Automatic Tightening of Resource Access.,conf/icst/BorgesZ19,"Nataniel P. Borges Jr., Andreas Zeller",Testing Tool,
481,icst/icst,2019,Efficient Automated Decomposition of Build Targets at Large-Scale.,conf/icst/JendeleSCJR19,"Lukás Jendele, Markus Schwenk, Diana Cremarenco, Ivan Janicijevic, Mikhail Rybalkin",Testing Tool,
482,icst/icst,2019,Program Repair at Arbitrary Fault Depth.,conf/icst/KhaireddineMM19,"Besma Khaireddine, Matias Martinez, Ali Mili",Testing Tool,
483,icst/icst,2019,SmokeOut: An Approach for Testing Clustering Implementations.,conf/icst/MuscoYN19,"Vincenzo Musco, Xin Yin, Iulian Neamtiu",Testing Tool,
484,icst/icst,2019,AADL-Based Safety Analysis Approaches for Safety-Critical Systems.,conf/icst/Wei19,Xiaomin Wei,,Doctoral Symposium
485,icst/icst,2019,Testing for Implicit Inconsistencies in Documentation and Implementation.,conf/icst/Sondhi19,Devika Sondhi,,Doctoral Symposium
486,icst/icst,2019,Automated Scenario-Based Integration Testing of Time-Constrained Distributed Systems.,conf/icst/Lima19,Bruno Lima,,Doctoral Symposium
487,icst/icst,2019,Using Testing to Repair Models.,conf/icst/Radavelli19,Marco Radavelli,,Doctoral Symposium
488,icst/icst,2019,Operational Profile and Software Testing: Aligning User Interest and Test Strategy.,conf/icst/Junior19,Luiz Cavamura Junior,,Doctoral Symposium
489,icst/icst,2019,A Model-Based Approach to Generate Dynamic Synthetic Test Data.,conf/icst/Tan19,Chao Tan,,Doctoral Symposium
490,sigsoft/fse,2017,The rising tide lifts all boats: the advancement of science in cyber security (invited talk).,conf/sigsoft/Williams17,Laurie Williams,,Invited Papers
491,sigsoft/fse,2017,Verifying the forecast: how climate models are developed and tested (invited talk).,conf/sigsoft/Easterbrook17,Steve Easterbrook,,Invited Papers
492,sigsoft/fse,2017,Software engineering research results in industrial practice: a tale of two projects (invited talk).,conf/sigsoft/Emmerich17,Wolfgang Emmerich,,Invited Papers
493,sigsoft/fse,2017,"Reflections on the REST architectural style and ""principled design of the modern web architecture"" (impact paper award).",conf/sigsoft/FieldingTEGWKO17,"Roy T. Fielding, Richard N. Taylor, Justin R. Erenkrantz, Michael M. Gorlick, Jim Whitehead, Rohit Khare, Peyman Oreizy",,Invited Papers
494,sigsoft/fse,2017,A fast causal profiler for task parallel programs.,conf/sigsoft/YogaN17,"Adarsh Yoga, Santosh Nagarakatte",,Research Papers
495,sigsoft/fse,2017,On the scalability of Linux kernel maintainers' work.,conf/sigsoft/ZhouCMW17,"Minghui Zhou, Qingying Chen, Audris Mockus, Fengguang Wu",,Research Papers
496,sigsoft/fse,2017,Modeling and verification of evolving cyber-physical spaces.,conf/sigsoft/TsigkanosKG17,"Christos Tsigkanos, Timo Kehrer, Carlo Ghezzi",,Research Papers
497,sigsoft/fse,2017,Easy over hard: a case study on deep learning.,conf/sigsoft/FuM17,"Wei Fu, Tim Menzies",,Research Papers
498,sigsoft/fse,2017,Finding near-optimal configurations in product lines by random sampling.,conf/sigsoft/OhBMS17,"Jeho Oh, Don S. Batory, Margaret Myers, Norbert Siegmund",,Research Papers
499,sigsoft/fse,2017,Revisiting unsupervised learning for defect prediction.,conf/sigsoft/FuM17a,"Wei Fu, Tim Menzies",,Research Papers
500,sigsoft/fse,2017,Loopster: static loop termination analysis.,conf/sigsoft/XieCZLLL17,"Xiaofei Xie, Bihuan Chen, Liang Zou, Shang-Wei Lin, Yang Liu, Xiaohong Li",,Research Papers
501,sigsoft/fse,2017,CodeCarbonCopy.,conf/sigsoft/Sidiroglou-Douskos17,"Stelios Sidiroglou-Douskos, Eric Lahtinen, Anthony Eden, Fan Long, Martin Rinard",,Research Papers
502,sigsoft/fse,2017,"The power of ""why"" and ""why not"": enriching scenario exploration with provenance.",conf/sigsoft/NelsonDDK17,"Tim Nelson, Natasha Danas, Daniel J. Dougherty, Shriram Krishnamurthi",,Research Papers
503,sigsoft/fse,2017,Where is the bug and how is it fixed? an experiment with practitioners.,conf/sigsoft/BohmeS0UZ17,"Marcel Böhme, Ezekiel O. Soremekun, Sudipta Chattopadhyay, Emamurho Ugherughe, Andreas Zeller",,Research Papers
504,sigsoft/fse,2017,Understanding misunderstandings in source code.,conf/sigsoft/GopsteinIYDZYC17,"Dan Gopstein, Jake Iannacone, Yu Yan, Lois DeLong, Yanyan Zhuang, Martin K.-C. Yeh, Justin Cappos",,Research Papers
505,sigsoft/fse,2017,Measuring neural efficiency of program comprehension.,conf/sigsoft/SiegmundPPAHKBB17,"Janet Siegmund, Norman Peitek, Chris Parnin, Sven Apel, Johannes Hofmeister, Christian Kästner, Andrew Begel, Anja Bethmann, André Brechmann",,Research Papers
506,sigsoft/fse,2017,Bayesian specification learning for finding API usage errors.,conf/sigsoft/MuraliCJ17,"Vijayaraghavan Murali, Swarat Chaudhuri, Chris Jermaine",,Research Papers
507,sigsoft/fse,2017,Synergistic debug-repair of heap manipulations.,conf/sigsoft/VermaR17,"Sahil Verma, Subhajit Roy",,Research Papers
508,sigsoft/fse,2017,Failure-directed program trimming.,conf/sigsoft/FerlesWCD17,"Kostas Ferles, Valentin Wüstholz, Maria Christakis, Isil Dillig",,Research Papers
509,sigsoft/fse,2017,Why modern open source projects fail.,conf/sigsoft/CoelhoV17,"Jailton Coelho, Marco Tulio Valente",,Research Papers
510,sigsoft/fse,2017,"Trade-offs in continuous integration: assurance, security, and flexibility.",conf/sigsoft/Hilton0TMD17,"Michael Hilton, Nicholas Nelson, Timothy Tunnell, Darko Marinov, Danny Dig",,Research Papers
511,sigsoft/fse,2017,µDroid: an energy-aware mutation testing framework for Android.,conf/sigsoft/JabbarvandM17,"Reyhaneh Jabbarvand, Sam Malek",,Research Papers
512,sigsoft/fse,2017,PATDroid: permission-aware GUI testing of Android.,conf/sigsoft/SadeghiJM17,"Alireza Sadeghi, Reyhaneh Jabbarvand, Sam Malek",,Research Papers
513,sigsoft/fse,2017,Enabling mutation testing for Android apps.,conf/sigsoft/VasquezBTMPVBP17,"Mario Linares Vásquez, Gabriele Bavota, Michele Tufano, Kevin Moran, Massimiliano Di Penta, Christopher Vendome, Carlos Bernal-Cárdenas, Denys Poshyvanyk",,Research Papers
514,sigsoft/fse,2017,"Guided, stochastic model-based GUI testing of Android apps.",conf/sigsoft/SuMCWYYPLS17,"Ting Su, Guozhu Meng, Yuting Chen, Ke Wu, Weiming Yang, Yao Yao, Geguang Pu, Yang Liu, Zhendong Su",,Research Papers
515,sigsoft/fse,2017,Using bad learners to find good configurations.,conf/sigsoft/NairMSA17,"Vivek Nair, Tim Menzies, Norbert Siegmund, Sven Apel",,Research Papers
516,sigsoft/fse,2017,Attributed variability models: outside the comfort zone.,conf/sigsoft/SiegmundSA17,"Norbert Siegmund, Stefan Sobernig, Sven Apel",,Research Papers
517,sigsoft/fse,2017,Kmax: finding all configurations of Kbuild makefiles statically.,conf/sigsoft/Gazzillo17,Paul Gazzillo,,Research Papers
518,sigsoft/fse,2017,Is there a mismatch between real-world feature models and product-line research?,conf/sigsoft/KnuppelTMMS17,"Alexander Knüppel, Thomas Thüm, Stephan Mennicke, Jens Meinicke, Ina Schaefer",,Research Papers
519,sigsoft/fse,2017,Adaptively generating high quality fixes for atomicity violations.,conf/sigsoft/CaiCZ17,"Yan Cai, Lingwei Cao, Jing Zhao",,Research Papers
520,sigsoft/fse,2017,AtexRace: across thread and execution sampling for in-house race detection.,conf/sigsoft/GuoCY17,"Yu Guo, Yan Cai, Zijiang Yang",,Research Papers
521,sigsoft/fse,2017,Symbolic execution of programmable logic controller code.,conf/sigsoft/GuoWW17,"Shengjian Guo, Meng Wu, Chao Wang",,Research Papers
522,sigsoft/fse,2017,Thread-modular static analysis for relaxed memory models.,conf/sigsoft/KusanoW17,"Markus Kusano, Chao Wang",,Research Papers
523,sigsoft/fse,2017,ARTINALI: dynamic invariant detection for cyber-physical system security.,conf/sigsoft/AliabadiKGP17,"Maryam Raiyat Aliabadi, Amita Ajith Kamath, Julien Gascon-Samson, Karthik Pattabiraman",,Research Papers
524,sigsoft/fse,2017,A symbolic justice violations transition system for unrealizable GR(1) specifications.,conf/sigsoft/KuventMR17,"Aviv Kuvent, Shahar Maoz, Jan Oliver Ringert",,Research Papers
525,sigsoft/fse,2017,Automated control of multiple software goals using multiple actuators.,conf/sigsoft/MaggioPFH17,"Martina Maggio, Alessandro Vittorio Papadopoulos, Antonio Filieri, Henry Hoffmann",,Research Papers
526,sigsoft/fse,2017,Why do developers use trivial packages? an empirical case study on npm.,conf/sigsoft/AbdalkareemNWMS17,"Rabe Abdalkareem, Olivier Nourry, Sultan Wehaibi, Suhaib Mujahid, Emad Shihab",,Research Papers
527,sigsoft/fse,2017,Detecting missing information in bug descriptions.,conf/sigsoft/ChaparroLZMPMBN17,"Oscar Chaparro, Jing Lu, Fiorella Zampetti, Laura Moreno, Massimiliano Di Penta, Andrian Marcus, Gabriele Bavota, Vincent Ng",,Research Papers
528,sigsoft/fse,2017,Continuous variable-specific resolutions of feature interactions.,conf/sigsoft/ZibaeenejadZA17,"Mohammad Hadi Zibaeenejad, Chi Zhang, Joanne M. Atlee",,Research Papers
529,sigsoft/fse,2017,"Model-level, platform-independent debugging in the context of the model-driven development of real-time systems.",conf/sigsoft/BagherzadehHD17,"Mojtaba Bagherzadeh, Nicolas Hili, Juergen Dingel",,Research Papers
530,sigsoft/fse,2017,Cooperative kernels: GPU multitasking for blocking algorithms.,conf/sigsoft/SorensenED17,"Tyler Sorensen, Hugues Evrard, Alastair F. Donaldson",,Research Papers
531,sigsoft/fse,2017,Toward full elasticity in distributed static analysis: the case of callgraph analysis.,conf/sigsoft/GarbervetskyZL17,"Diego Garbervetsky, Edgardo Zoppi, Benjamin Livshits",,Research Papers
532,sigsoft/fse,2017,Probabilistic model checking of perturbed MDPs with applications to cloud computing.,conf/sigsoft/LlerenaSR17,"Yamilet R. Serrano Llerena, Guoxin Su, David S. Rosenblum",,Research Papers
533,sigsoft/fse,2017,Understanding the impact of refactoring on smells: a longitudinal study of 23 software projects.,conf/sigsoft/CedrimGMGSMFRC17,"Diego Cedrim, Alessandro Garcia, Melina Mongiovi, Rohit Gheyi, Leonardo da Silva Sousa, Rafael Maiani de Mello, Baldoino Fonseca, Márcio Ribeiro, Alexander Chávez",,Research Papers
534,sigsoft/fse,2017,Cimplifier: automatically debloating containers.,conf/sigsoft/RastogiDCJM17,"Vaibhav Rastogi, Drew Davidson, Lorenzo De Carli, Somesh Jha, Patrick D. McDaniel",,Research Papers
535,sigsoft/fse,2017,Craig vs. Newton in software model checking.,conf/sigsoft/DietschHMNP17,"Daniel Dietsch, Matthias Heizmann, Betim Musa, Alexander Nutz, Andreas Podelski",,Research Papers
536,sigsoft/fse,2017,Fairness testing: testing software for discrimination.,conf/sigsoft/GalhotraBM17,"Sainyam Galhotra, Yuriy Brun, Alexandra Meliou",,Research Papers
537,sigsoft/fse,2017,The care and feeding of wild-caught mutants.,conf/sigsoft/BrownVLR17,"David Bingham Brown, Michael Vaughn, Ben Liblit, Thomas W. Reps",,Research Papers
538,sigsoft/fse,2017,QTEP: quality-aware test case prioritization.,conf/sigsoft/WangNT17,"Song Wang, Jaechang Nam, Lin Tan",,Research Papers
539,sigsoft/fse,2017,Constraint normalization and parameterized caching for quantitative program analysis.,conf/sigsoft/BrennanTRAB17,"Tegan Brennan, Nestan Tsiskaridze, Nicolás Rosner, Abdulbaki Aydin, Tevfik Bultan",,Research Papers
540,sigsoft/fse,2017,Generalized observational slicing for tree-represented modelling languages.,conf/sigsoft/GoldBHIKY17,"Nicolas E. Gold, David W. Binkley, Mark Harman, Syed S. Islam, Jens Krinke, Shin Yoo",,Research Papers
541,sigsoft/fse,2017,On evidence preservation requirements for forensic-ready systems.,conf/sigsoft/AlrajehPN17,"Dalal Alrajeh, Liliana Pasquale, Bashar Nuseibeh",,Research Papers
542,sigsoft/fse,2017,BDCI: behavioral driven conflict identification.,conf/sigsoft/PastoreMM17,"Fabrizio Pastore, Leonardo Mariani, Daniela Micucci",,Research Papers
543,sigsoft/fse,2017,NoFAQ: synthesizing command repairs from examples.,conf/sigsoft/DAntoniSV17,"Loris D'Antoni, Rishabh Singh, Michael Vaughn",,Research Papers
544,sigsoft/fse,2017,S3: syntax- and semantic-guided repair synthesis via programming by examples.,conf/sigsoft/LeCLGV17,"Xuan-Bach D. Le, Duc-Hiep Chu, David Lo, Claire Le Goues, Willem Visser",,Research Papers
545,sigsoft/fse,2017,Counterexample-guided approach to finding numerical invariants.,conf/sigsoft/NguyenARH17,"ThanhVu Nguyen, Timos Antonopoulos, Andrew Ruef, Michael Hicks",,Research Papers
546,sigsoft/fse,2017,Discovering relational specifications.,conf/sigsoft/SmithFA17,"Calvin Smith, Gabriel Ferns, Aws Albarghouthi",,Research Papers
547,sigsoft/fse,2017,Steelix: program-state based binary fuzzing.,conf/sigsoft/LiCCLLT17,"Yuekang Li, Bihuan Chen, Mahinthan Chandramohan, Shang-Wei Lin, Yang Liu, Alwen Tiu",,Research Papers
548,sigsoft/fse,2017,CodeMatch: obfuscation won't conceal your repackaged app.,conf/sigsoft/GlanzAERHLM17,"Leonid Glanz, Sven Amann, Michael Eichberg, Michael Reif, Ben Hermann, Johannes Lerch, Mira Mezini",,Research Papers
549,sigsoft/fse,2017,A compiler and verifier for page access oblivious computation.,conf/sigsoft/0001RS17,"Rohit Sinha, Sriram K. Rajamani, Sanjit A. Seshia",,Research Papers
550,sigsoft/fse,2017,Automatic generation of inter-component communication exploits for Android applications.,conf/sigsoft/GarciaHGM17,"Joshua Garcia, Mahmoud Hammad, Negar Ghorbani, Sam Malek",,Research Papers
551,sigsoft/fse,2017,OASIS: prioritizing static analysis warnings for Android apps based on app user reviews.,conf/sigsoft/WeiLC17,"Lili Wei, Yepang Liu, Shing-Chi Cheung",,Research Papers
552,sigsoft/fse,2017,"Recovering clear, natural identifiers from obfuscated JS names.",conf/sigsoft/VasilescuCD17,"Bogdan Vasilescu, Casey Casalnuovo, Premkumar T. Devanbu",,Research Papers
553,sigsoft/fse,2017,DESCRY: reproducing system-level concurrency failures.,conf/sigsoft/YuZW17,"Tingting Yu, Tarannum S. Zaman, Chao Wang",,Research Papers
554,sigsoft/fse,2017,Reproducing concurrency failures from crash stacks.,conf/sigsoft/BianchiPT17,"Francesco A. Bianchi, Mauro Pezzè, Valerio Terragni",,Research Papers
555,sigsoft/fse,2017,Automatically analyzing groups of crashes for finding correlations.,conf/sigsoft/CastelluccioSVP17,"Marco Castelluccio, Carlo Sansone, Luisa Verdoliva, Giovanni Poggi",,Research Papers
556,sigsoft/fse,2017,Automatic inference of code transforms for patch generation.,conf/sigsoft/LongAR17,"Fan Long, Peter Amidon, Martin Rinard",,Research Papers
557,sigsoft/fse,2017,A feasibility study of using automated program repair for introductory programming assignments.,conf/sigsoft/YiAKTR17,"Jooyong Yi, Umair Z. Ahmed, Amey Karkare, Shin Hwei Tan, Abhik Roychoudhury",,Research Papers
558,sigsoft/fse,2017,Automatically diagnosing and repairing error handling bugs in C.,conf/sigsoft/TianR17,"Yuchi Tian, Baishakhi Ray",,Research Papers
559,sigsoft/fse,2017,Are deep neural networks the best choice for modeling source code?,conf/sigsoft/HellendoornD17,"Vincent J. Hellendoorn, Premkumar T. Devanbu",,Research Papers
560,sigsoft/fse,2017,Understanding the impact of support for iteration on code search.,conf/sigsoft/MartieHK17,"Lee Martie, André van der Hoek, Thomas Kwak",,Research Papers
561,sigsoft/fse,2017,LAMP: data provenance for graph based machine learning algorithms through derivative computation.,conf/sigsoft/MaAXLZLZ17,"Shiqing Ma, Yousra Aafer, Zhaogui Xu, Wen-Chuan Lee, Juan Zhai, Yingqi Liu, Xiangyu Zhang",,Research Papers
562,sigsoft/fse,2017,More accurate recommendations for method-level changes.,conf/sigsoft/DotzlerKKP17,"Georg Dotzler, Marius Kamp, Patrick Kreutzer, Michael Philippsen",,Research Papers
563,sigsoft/fse,2017,Regression test selection across JVM boundaries.,conf/sigsoft/CelikVMG17,"Ahmet Çelik, Marko Vasic, Aleksandar Milicevic, Milos Gligoric",,Research Papers
564,sigsoft/fse,2017,Measuring the cost of regression testing in practice: a study of Java projects using continuous integration.,conf/sigsoft/LabuschagneIH17,"Adriaan Labuschagne, Laura Inozemtseva, Reid Holmes",,Research Papers
565,sigsoft/fse,2017,Better test cases for better automated program repair.,conf/sigsoft/YangZLT17,"Jinqiu Yang, Alexey Zhikhartsev, Yuefei Liu, Lin Tan",,Research Papers
566,sigsoft/fse,2017,When program analysis meets mobile security: an industrial study of misusing Android internet sockets.,conf/sigsoft/BuXXZTX17,"Wenqi Bu, Minhui Xue, Lihua Xu, Yajin Zhou, Zhushou Tang, Tao Xie",Testing and Security in the Real World,
567,sigsoft/fse,2017,File-level vs. module-level regression test selection for .NET.,conf/sigsoft/VasicPMG17,"Marko Vasic, Zuhair Parvez, Aleksandar Milicevic, Milos Gligoric",Testing and Security in the Real World,
